Checked,Index,Unique ID,Output Date/Time,Agency,Site Name,Page Name,URL,Page View URL,Last Two - Side by Side,Latest to Base - Side by Side,Date Found - Latest,Date Found - Base,Diff length,Diff hash,Who Found This?,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,Choose from drop down menu,,Leave blank (used on Patterns sheet),Further Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2743,276c3ef9-7a88-43f3-9473-07615fe7c67f,2/25/17 19:21,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/legal/staff-reports/2016/11-17-16-enforcement.pdf,https://versionista.com/74286/6216064/,https://versionista.com/74286/6216064/10083668:0/,https://versionista.com/74286/6216064/10083668:9440813/,Feb 24 2017 9:42 PM,Jan 17 2017 11:02 AM,,,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2757,d60785bc-774b-4804-8211-f8944a4a5b80,2/25/17 19:23,DOE,DOE - ferc.gov,FERC: LNG,https://www.ferc.gov/industries/gas/indus-act/lng.asp,https://versionista.com/74286/6216041/,https://versionista.com/74286/6216041/10043351:0/,https://versionista.com/74286/6216041/10043351:9439148/,Feb 22 2017 5:34 PM,Jan 17 2017 9:57 AM,639,2084355785,Pamela,,,,y,,,,,,,,,,,,y,,,,,,,Significance of changes unclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2758,4b4eace9-9b3b-4d7b-ab93-82c0459983a9,2/25/17 19:23,DOE,DOE - ferc.gov,FERC: Hydropower,https://www.ferc.gov/industries/hydropower.asp,https://versionista.com/74286/6216015/,https://versionista.com/74286/6216015/10062863:0/,https://versionista.com/74286/6216015/10062863:9436996/,Feb 23 2017 7:04 PM,Jan 17 2017 8:28 AM,680,2224927268,Pamela,,,,y,,,,,,,,,,,,y,,,,,,,These seem like routine updates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2773,30931db3-f8f9-4a8d-865d-96efec1e8aef,2/25/17 19:22,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/EventCalendar/EventDetails.aspx?ID=5573&CalType=%20&CalendarID=116&Date=01/21/2011&View=Listview,https://versionista.com/74286/6216325/,https://versionista.com/74286/6216325/10083399:0/,https://versionista.com/74286/6216325/10083399:9441436/,Feb 24 2017 9:22 PM,Jan 17 2017 11:29 AM,30316,616664697,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2775,cecfc136-af60-4b1e-b116-0f3b80c1896c,2/25/17 19:20,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/media/statements-speeches/honorable/2015/08-03-15-honorable.asp,https://versionista.com/74286/6216310/,https://versionista.com/74286/6216310/10096594:0/,https://versionista.com/74286/6216310/10096594:9440563/,Feb 25 2017 6:45 PM,Jan 17 2017 10:53 AM,33374,1629644126,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2776,e4a0aea7-8591-41fe-bd05-0e939d94a3b8,2/25/17 19:21,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/docs-filing/elibrary/accessibility-tips.asp,https://versionista.com/74286/6216297/,https://versionista.com/74286/6216297/10083803:0/,https://versionista.com/74286/6216297/10083803:9439752/,Feb 24 2017 9:53 PM,Jan 17 2017 10:23 AM,37764,1622297033,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2777,44e2cd1e-f11a-43c0-adc2-ea628eb2430f,2/25/17 19:20,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/resources/guides.asp,https://versionista.com/74286/6216078/,https://versionista.com/74286/6216078/10096628:0/,https://versionista.com/74286/6216078/10096628:9441303/,Feb 25 2017 6:50 PM,Jan 17 2017 11:25 AM,39489,161305193,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2778,5d632e93-c8f3-415f-b38f-67aac6c63e1e,2/25/17 19:20,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/docs-filing/fee-sched.asp,https://versionista.com/74286/6216018/,https://versionista.com/74286/6216018/10096518:0/,https://versionista.com/74286/6216018/10096518:9437325/,Feb 25 2017 6:34 PM,Jan 17 2017 8:43 AM,40201,36849798,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2779,2886083c-6609-47f8-8915-4155e313edd3,2/25/17 19:20,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/enforcement/acct-matts/acct-rule.asp,https://versionista.com/74286/6216042/,https://versionista.com/74286/6216042/10096565:0/,https://versionista.com/74286/6216042/10096565:9439544/,Feb 25 2017 6:40 PM,Jan 17 2017 10:15 AM,44005,1784583495,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2780,6efe19c2-14ff-4948-ad15-f16942f21281,2/25/17 19:20,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/industries/industries.asp,https://versionista.com/74286/6216008/,https://versionista.com/74286/6216008/10096536:0/,https://versionista.com/74286/6216008/10096536:9436710/,Feb 25 2017 6:36 PM,Jan 17 2017 8:16 AM,45725,2065190845,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2781,51d855e7-4438-4e6a-94a8-a367ba7aa598,2/25/17 19:21,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/industries/hydropower/indus-act/efficiency-act.asp,https://versionista.com/74286/6216070/,https://versionista.com/74286/6216070/10083706:0/,https://versionista.com/74286/6216070/10083706:9440990/,Feb 24 2017 9:45 PM,Jan 17 2017 11:13 AM,47284,38218697,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2782,771c3b68-af07-44c4-bd1f-25f78ebc92a5,2/25/17 19:22,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/about/strat-docs/requests-reports.asp,https://versionista.com/74286/6216020/,https://versionista.com/74286/6216020/10083496:0/,https://versionista.com/74286/6216020/10083496:9437843/,Feb 24 2017 9:30 PM,Jan 17 2017 9:04 AM,49368,793859258,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2783,9c4809a3-f29c-45ce-8fd3-5495c1ff96c9,2/25/17 19:22,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/enforcement/acct-matts/browse-top.asp,https://versionista.com/74286/6216071/,https://versionista.com/74286/6216071/10083315:0/,https://versionista.com/74286/6216071/10083315:9441414/,Feb 24 2017 9:15 PM,Jan 17 2017 11:29 AM,53239,798989305,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2784,0d7f3eac-1704-40a4-9e9a-f44867b49ec8,2/25/17 19:21,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/enforcement/enforce-res.asp,https://versionista.com/74286/6216080/,https://versionista.com/74286/6216080/10083602:0/,https://versionista.com/74286/6216080/10083602:9441610/,Feb 24 2017 9:38 PM,Jan 17 2017 11:36 AM,54974,858738299,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2785,d3513b48-fa53-4903-8a3b-1849ffc38d19,2/25/17 19:22,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/docs-filing/dec-not/2012/jan.asp,https://versionista.com/74286/6216566/,https://versionista.com/74286/6216566/10083464:0/,https://versionista.com/74286/6216566/10083464:9440062/,Feb 24 2017 9:28 PM,Jan 17 2017 10:35 AM,57496,1532950294,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2786,f6323582-20ff-45b2-87fa-4bbc153cd8ee,2/25/17 19:20,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/docs-filing/dec-not/2005/dec.asp,https://versionista.com/74286/6216541/,https://versionista.com/74286/6216541/10096613:0/,https://versionista.com/74286/6216541/10096613:9438410/,Feb 25 2017 6:47 PM,Jan 17 2017 9:28 AM,58091,1291120964,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2787,caefe025-7150-44eb-9d75-95a42429af3c,2/25/17 19:21,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/docs-filing/dec-not/2009/sep.asp,https://versionista.com/74286/6216570/,https://versionista.com/74286/6216570/10083794:0/,https://versionista.com/74286/6216570/10083794:9440437/,Feb 24 2017 9:52 PM,Jan 17 2017 10:49 AM,58768,1417292259,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2788,4b81ca84-a96c-4644-b9db-bca030435280,2/25/17 19:22,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/docs-filing/dec-not/2007/oct.asp,https://versionista.com/74286/6216558/,https://versionista.com/74286/6216558/10083360:0/,https://versionista.com/74286/6216558/10083360:9439887/,Feb 24 2017 9:18 PM,Jan 17 2017 10:29 AM,59744,2909199624,Pamela,,y,,,,,,,,,,,,,,,y,,,,,,Page is currently live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,747,d011da6b-b50e-45ed-baf0-603a36530588,2017-02-25 20:43:25 -0500,EPA,EPA - yosemite.epa.gov,EPA Environmental Appeals Board| US EPA,https://yosemite.epa.gov/oa/EAB_Web_Docket.nsf/Active%20Dockets!OpenView&Start=9,https://versionista.com/74346/6228861/,https://versionista.com/74346/6228861/10088773:0/,https://versionista.com/74346/6228861/10088773:9471626/,2/25/2017 5:19:00,1/18/2017 22:13:00,2045,3776782034,Miranda,,,,,,,,,,,,,,,,,,,,,,,Addition of dockets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,742,d3f2ae83-7ee0-4846-a6b7-0630789c452c,2017-02-25 20:42:55 -0500,EPA,EPA - yosemite.epa.gov,EPA Clean Air Scientific Advisory Committee (CASAC) | US EPA,https://yosemite.epa.gov/sab/sabpeople.nsf/WebCommittees/CASAC,https://versionista.com/74346/6228350/,https://versionista.com/74346/6228350/10090199:0/,https://versionista.com/74346/6228350/10090199:9453363/,2/25/2017 7:32:00,1/17/2017 23:10:00,394,481726580,Miranda,,y,,y,,,,,,,,,y,,,,,,,,,,Removal of past meeting notice (but it is about clean air),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1004,df4622e3-df83-4585-8778-d52dcc80cc3c,2017-02-25 20:47:49 -0500,USDA,USDA - nrcs.usda.gov,USDA NRCS - Natural Resources Conservation Service,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/technical/references,https://versionista.com/72939/6136382/,https://versionista.com/72939/6136382/10034618:0/,https://versionista.com/72939/6136382/10034618:9297205/,2/22/2017 6:44:00,1/7/2017 16:06:00,56123,4256611130,Miranda,,y,y,,,,,,,,,,y,,y,,,,,,,,Page is now dead/doesn't load,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3437,759b87d7-56ce-4749-8097-f6a19d5e743a,2017-02-25 19:50:48 -0500,OSTP Main Page,OSTP Main Page,Office of Science and Technology Policy | whitehouse.gov,https://www.whitehouse.gov/administration/eop/ostp,https://versionista.com/74353/6229861/,https://versionista.com/74353/6229861/10054606:0/,https://versionista.com/74353/6229861/10054606:9455744/,2/23/2017 7:52:00,1/18/2017 2:33:00,28133,3553702844,Maya,,,,,,,,,,,,,,,,,,,Climate Change ,Role of Science/Research,,,"for reference: obama era ""about"" https://web.archive.org/web/20170120050938/https://www.whitehouse.gov/administration/eop/ostp/about",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3393,451fa160-71ce-4745-868a-f692793d25c5,2017-02-25 19:48:13 -0500,DOE,DOE - eia.gov,EIA Energy Kids - Coal,www.eia.gov/kids/energy.cfm?page=coal_home-basics,https://versionista.com/74283/6215758/,https://versionista.com/74283/6215758/10086879:0/,https://versionista.com/74283/6215758/10086879:9436958/,2/25/2017 2:20:00,1/17/2017 8:27:00,93,3204607578,Maya,,,,,,,,,,,,,,,,,,,Coal and Power Plants ,,,,impacts -> effects language change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3395,d8627d4f-8466-4296-863d-c787092b226c,2017-02-25 19:48:17 -0500,DOE,DOE - eia.gov,"Coal and the Environment - Energy Explained, Your Guide To Understanding Energy - Energy Information Administration",www.eia.gov/energyexplained/index.cfm?page=coal_environment,https://versionista.com/74283/6215343/,https://versionista.com/74283/6215343/10086568:0/,https://versionista.com/74283/6215343/10086568:9442281/,2/25/2017 1:52:00,1/17/2017 12:04:00,1435,4278138044,,,,,,,,,,,,,,,,,,,,Coal and Power Plants ,,,,Removal of sentence about methane as a greenhouse gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,06c7cf83-656a-42f4-aa11-31f7f0396d08,2017-02-25 19:59:03 -0500,CDC,CDC - cdc.gov/climate stuff,About CDC 24-7 | About | CDC,https://www.cdc.gov/about/default.htm,https://versionista.com/72850/6123850/,https://versionista.com/72850/6123850/10034439:0/,https://versionista.com/72850/6123850/10034439:9278642/,2/22/2017 6:32:00,1/6/2017 11:49:00,,,Katherine,,y,,,,,,,,,,,,,,,y,,,Health ,,"Previous change in info on CDC organization ""The CDC is one of the major operating components of the Department of Health and Human Services. View CDC's Official Mission Statements/Organizational Charts to learn more about CDC?s organizational structure.""",Removed mention of previous director; not sure whether addition of CDC info is significant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,680,a0980beb-394a-4ec4-aa1c-217cd91d367d,2017-02-25 20:41:08 -0500,EPA,EPA - epa.gov/energy,"White Energy Hereford, LLC Determination Letter | Renewable Fuel Standard Program | US EPA",https://www.epa.gov/renewable-fuel-standard-program/white-energy-hereford-llc-determination-letter,https://versionista.com/74005/6252188/,https://versionista.com/74005/6252188/10013297:0/,https://versionista.com/74005/6252188/10013297:9493342/,2/21/2017 3:14:00,1/19/2017 19:01:00,,,Katherine,,y,,,,,,,,,,,,,,,y,,,,,"Inclusion of ""January 19, 2017 Web Snapshot""",This is happening all across the EPA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2728,eba8e1f8-30be-4f5d-9058-7b8ecbedc29c,########,DOE,DOE - ferc.gov,,https://www.ferc.gov/docs-filing/etariff/etariff_notice.pdf,https://versionista.com/74286/6216333/,https://versionista.com/74286/6216333/10085323:0/,https://versionista.com/74286/6216333/10085323:9441284/,Feb 25 2017 12:02 AM,Jan 17 2017 11:24 AM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2729,f3d7f3cc-c44d-40a4-b3c5-7af8468cd1cd,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/docs-filing/forms/form-549d/form-549d.xsd,https://versionista.com/74286/6216583/,https://versionista.com/74286/6216583/10096624:0/,https://versionista.com/74286/6216583/10096624:9441175/,Feb 25 2017 6:49 PM,Jan 17 2017 11:20 AM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2730,d669e906-6c8f-4e69-9fbd-ec551c9a0841,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/docs-filing/forms/form-1/form1-3Q.pdf,https://versionista.com/74286/6216587/,https://versionista.com/74286/6216587/10083729:0/,https://versionista.com/74286/6216587/10083729:9440900/,Feb 24 2017 9:46 PM,Jan 17 2017 11:10 AM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2731,9272b2bf-07bc-4033-a5c8-5d6aab324d1d,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/docs-filing/forms/form-6/transmittal-letter.pdf,https://versionista.com/74286/6216599/,https://versionista.com/74286/6216599/10083754:0/,https://versionista.com/74286/6216599/10083754:9442260/,Feb 24 2017 9:48 PM,Jan 17 2017 12:03 PM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2732,efadc370-edbb-4dca-b644-d1c2bf231ea1,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/docs-filing/elibrary/quick-tip.pdf,https://versionista.com/74286/6216575/,https://versionista.com/74286/6216575/10083575:0/,https://versionista.com/74286/6216575/10083575:9440577/,Feb 24 2017 9:36 PM,Jan 17 2017 10:54 AM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2733,374983a3-aa95-4d70-8d8d-06b6f4d25c31,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/legal/staff-reports/2016/tradecompliancewhitepaper.pdf,https://versionista.com/74286/6216026/,https://versionista.com/74286/6216026/10083507:0/,https://versionista.com/74286/6216026/10083507:9438018/,Feb 24 2017 9:31 PM,Jan 17 2017 9:11 AM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2734,e25fc957-50e9-49fc-935d-29f475e0cecb,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/docs-filing/elec-info-guide.pdf,https://versionista.com/74286/6216261/,https://versionista.com/74286/6216261/10096529:0/,https://versionista.com/74286/6216261/10096529:6216261/,Feb 25 2017 6:35 PM,,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2735,15f6d473-f505-4028-82d5-f4a9d56cad3c,########,DOE,DOE - ferc.gov,,https://www.ferc.gov/docs-filing/forms/form-2a/transmittal-letter.pdf,https://versionista.com/74286/6216606/,https://versionista.com/74286/6216606/10085084:0/,https://versionista.com/74286/6216606/10085084:9442283/,Feb 24 2017 11:44 PM,Jan 17 2017 12:04 PM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2736,4bd6b636-e8d1-43ff-a3b2-9d9b0bcf6361,########,DOE,DOE - ferc.gov,,https://www.ferc.gov/whats-new/comm-meet/2008/051508/M-1.pdf,https://versionista.com/74286/6216106/,https://versionista.com/74286/6216106/10085151:0/,https://versionista.com/74286/6216106/10085151:9443253/,Feb 24 2017 11:50 PM,Jan 17 2017 12:53 PM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2737,c966922e-d188-49f6-846e-23904cebbf81,########,DOE,DOE - ferc.gov,,https://www.ferc.gov/whats-new/comm-meet/2008/101608/M-3.pdf,https://versionista.com/74286/6216049/,https://versionista.com/74286/6216049/10085287:0/,https://versionista.com/74286/6216049/10085287:9440312/,Feb 25 2017 12:00 AM,Jan 17 2017 10:44 AM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2738,521f03ad-9b36-4354-b2b4-0c6e76bfb9f2,########,DOE,DOE - ferc.gov,,https://www.ferc.gov/docs-filing/forms/form-580/form-580.pdf,https://versionista.com/74286/6216594/,https://versionista.com/74286/6216594/10085648:0/,https://versionista.com/74286/6216594/10085648:9442002/,Feb 25 2017 12:31 AM,Jan 17 2017 11:52 AM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2739,3b94c149-6b43-4067-acea-072898f2c8d3,########,DOE,DOE - ferc.gov,,https://www.ferc.gov/whats-new/comm-meet/2016/121516/E-1.pdf,https://versionista.com/74286/6215844/,https://versionista.com/74286/6215844/10085553:0/,https://versionista.com/74286/6215844/10085553:9442390/,Feb 25 2017 12:21 AM,Jan 17 2017 12:09 PM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2740,c419fa0f-7ee7-4727-ab77-b5969a6ae65b,########,DOE,DOE - ferc.gov,,https://www.ferc.gov/docs-filing/eqr/reference.pdf,https://versionista.com/74286/6216367/,https://versionista.com/74286/6216367/10085490:0/,https://versionista.com/74286/6216367/10085490:9443827/,Feb 25 2017 12:16 AM,Jan 17 2017 1:25 PM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2741,3683dde8-58f4-40b0-b142-85a3c9fa85b0,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/whats-new/comm-meet/2008/041708/M-5.pdf,https://versionista.com/74286/6216350/,https://versionista.com/74286/6216350/10083693:0/,https://versionista.com/74286/6216350/10083693:9442525/,Feb 24 2017 9:44 PM,Jan 17 2017 12:17 PM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2742,26e105f0-87c2-4743-9770-7a36e5427adf,########,DOE,DOE - ferc.gov,,https://www.ferc.gov/contact-us/tel-num/phone.pdf,https://versionista.com/74286/6216107/,https://versionista.com/74286/6216107/10069058:0/,https://versionista.com/74286/6216107/10069058:9443337/,Feb 24 2017 2:28 AM,Jan 17 2017 12:57 PM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2743,276c3ef9-7a88-43f3-9473-07615fe7c67f,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/legal/staff-reports/2016/11-17-16-enforcement.pdf,https://versionista.com/74286/6216064/,https://versionista.com/74286/6216064/10083668:0/,https://versionista.com/74286/6216064/10083668:9440813/,Feb 24 2017 9:42 PM,Jan 17 2017 11:02 AM,-1,-1,Pamela,,y,,,,,,,,,,,,,,y,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2768,b6ca61f4-4bdb-4a10-8be5-2c14f68216e8,########,DOE,DOE - ferc.gov,FERC: Documents & Filing - Corporate Officials - Electric Matters,https://www.ferc.gov/docs-filing/corp-off/electric/electric-S.asp,https://versionista.com/74286/6216501/,https://versionista.com/74286/6216501/10094733:0/,https://versionista.com/74286/6216501/10094733:9434907/,Feb 25 2017 2:38 PM,Jan 17 2017 6:59 AM,8825,3.01E+09,Pamela,,y,,,,,,,,,,,,,y,,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2770,2a69d929-64f7-49a5-a9d3-aa0dc06090d4,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/about/com-mem/bay/bay-highlights.asp,https://versionista.com/74286/6216270/,https://versionista.com/74286/6216270/10083841:0/,https://versionista.com/74286/6216270/10083841:9438294/,Feb 24 2017 9:56 PM,Jan 17 2017 9:23 AM,22196,6.20E+08,Pamela,,y,,,,,,,,,,,,,y,,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2771,ed24481c-9609-4447-9d64-9363dd164841,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/EventCalendar/EventDetails.aspx?ID=4957&CalType=%20&CalendarID=116&Date=11/20/2009&View=Listview,https://versionista.com/74286/6216324/,https://versionista.com/74286/6216324/10083866:0/,https://versionista.com/74286/6216324/10083866:9440830/,Feb 24 2017 9:58 PM,Jan 17 2017 11:02 AM,28780,3.08E+09,Pamela,,y,,,,,,,,,,,,,y,,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2772,8871e3e2-ee25-4293-b701-fe0e1fcf816c,########,DOE,DOE - ferc.gov,FERC: Industries - Demand Response,https://www.ferc.gov/industries/electric/indus-act/demand-response.asp,https://versionista.com/74286/6216403/,https://versionista.com/74286/6216403/10085390:0/,https://versionista.com/74286/6216403/10085390:9445789/,Feb 25 2017 12:07 AM,Jan 17 2017 3:27 PM,29506,3.36E+09,Pamela,,y,,,,,,,,,,,,,y,,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2773,30931db3-f8f9-4a8d-865d-96efec1e8aef,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/EventCalendar/EventDetails.aspx?ID=5573&CalType=%20&CalendarID=116&Date=01/21/2011&View=Listview,https://versionista.com/74286/6216325/,https://versionista.com/74286/6216325/10083399:0/,https://versionista.com/74286/6216325/10083399:9441436/,Feb 24 2017 9:22 PM,Jan 17 2017 11:29 AM,30316,6.17E+08,Pamela,,y,,,,,,,,,,,,,y,,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2775,cecfc136-af60-4b1e-b116-0f3b80c1896c,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/media/statements-speeches/honorable/2015/08-03-15-honorable.asp,https://versionista.com/74286/6216310/,https://versionista.com/74286/6216310/10096594:0/,https://versionista.com/74286/6216310/10096594:9440563/,Feb 25 2017 6:45 PM,Jan 17 2017 10:53 AM,33374,1.63E+09,Pamela,,y,,,,,,,,,,,,,y,,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2776,e4a0aea7-8591-41fe-bd05-0e939d94a3b8,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/docs-filing/elibrary/accessibility-tips.asp,https://versionista.com/74286/6216297/,https://versionista.com/74286/6216297/10083803:0/,https://versionista.com/74286/6216297/10083803:9439752/,Feb 24 2017 9:53 PM,Jan 17 2017 10:23 AM,37764,1.62E+09,Pamela,,y,,,,,,,,,,,,,y,,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2777,44e2cd1e-f11a-43c0-adc2-ea628eb2430f,########,DOE,DOE - ferc.gov,404 - File or directory not found.,https://www.ferc.gov/resources/guides.asp,https://versionista.com/74286/6216078/,https://versionista.com/74286/6216078/10096628:0/,https://versionista.com/74286/6216078/10096628:9441303/,Feb 25 2017 6:50 PM,Jan 17 2017 11:25 AM,39489,1.61E+08,Pamela,,y,,,,,,,,,,,,,y,,,,,,,,Duplicate change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
